"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2022,"Serrolândia","BA","Sociedade de economia mista com administracao publica",12379,NA,NA,780.32,664.86,607.42,NA,NA,NA,3524012.33,3524012.33,NA,3643463.84,357588.13,453193.35,NA,518822.58,0,NA,0,0,NA,0
2022,"Governador Eugênio Barros","MA","Sociedade de economia mista com administracao publica",3496,NA,NA,622.77,0,367.82,NA,NA,NA,0,0,NA,0,233823.19,15001.02,NA,18150.25,0,NA,0,0,NA,0
2022,"Parnarama","MA","Autarquia",31100,NA,NA,1728,0,0,NA,NA,NA,0,0,NA,0,590000,0,NA,0,0,NA,0,0,NA,0
2022,"Poção de Pedras","MA","Sociedade de economia mista com administracao publica",6354,NA,NA,775.62,0,518.04,NA,NA,NA,0,0,NA,0,295518.09,18682.81,NA,22604.98,0,NA,0,0,NA,0
2022,"São Bento","MA","Sociedade de economia mista com administracao publica",21620,NA,NA,2522.96,948.99,2243.75,NA,NA,NA,3484770.02,3484770.02,NA,2310543.97,852366.09,60771.99,NA,73530.13,0,NA,0,0,NA,0
2022,"Francinópolis","PI","Sociedade de economia mista com administracao publica",3458,NA,NA,308.24,198.65,285.02,NA,NA,NA,955956.62,955956.62,NA,882115.18,223089.51,95800,NA,109372.6,0,NA,0,0,NA,0
2022,"Manoel Emídio","PI","Sociedade de economia mista com administracao publica",3480,NA,NA,520.71,199.25,197.9,NA,NA,NA,963820.67,963820.67,NA,935901.67,168515.03,0,NA,14400.18,0,NA,0,0,NA,0
2022,"Paquetá","PI","Sociedade de economia mista com administracao publica",637,NA,NA,63.8,37.68,106.02,NA,NA,NA,200648.83,200648.83,NA,208354.49,89207.11,0,NA,14115.95,0,NA,0,0,NA,0
2022,"São João da Canabrava","PI","Sociedade de economia mista com administracao publica",1618,NA,NA,203.77,96.13,100.31,NA,NA,NA,462549.14,462549.14,NA,466554.28,85890.74,0,NA,7178.6,0,NA,0,0,NA,0
2022,"São José do Divino","PI","Sociedade de economia mista com administracao publica",2801,NA,NA,315.78,139.17,134.35,NA,NA,NA,576485.68,576485.68,NA,617156.49,118584.62,0,NA,9495.83,0,NA,0,0,NA,0
2021,"Bonito","BA","Sociedade de economia mista com administracao publica",9569,NA,7142,378.24,310.86,311.49,NA,NA,NA,1497724.29,1497724.29,NA,1472790.69,302140.96,72314.66,NA,83062.97,0,NA,0,0,NA,0
2021,"Catolândia","BA","Sociedade de economia mista com administracao publica",2629,NA,1340,137.29,123.68,62.57,NA,NA,NA,492138.23,492138.23,NA,496902.96,36125.29,27737.77,NA,31322.27,0,NA,0,0,NA,0
2021,"Lapão","BA","Sociedade de economia mista com administracao publica",26669,NA,10707,1415.47,1107.85,7490.86,NA,NA,NA,5278035.75,5278035.75,NA,5383500.08,2331494.17,957194.19,NA,985499.06,0,NA,0,0,NA,0
2021,"Malhada de Pedras","BA","Sociedade de economia mista com administracao publica",3410,NA,3180,0,202.51,29.48,NA,NA,NA,976747.21,976747.21,NA,955512.96,135648.57,58319.54,NA,63151.06,0,NA,0,0,NA,0
2020,"Paratinga","BA","Autarquia",22610,NA,11880,686.15,184.27,445.09,NA,NA,NA,1882352.52,1882352.52,NA,1882352.52,980251.85,0,NA,0,0,NA,0,0,NA,0
2021,"Ribeira do Pombal","BA","Sociedade de economia mista com administracao publica",37726,NA,33876,2090.57,1747.99,909.06,NA,NA,NA,9598701.77,9598701.77,NA,9752470.77,415417,472539.01,NA,1069169.94,0,NA,0,0,NA,0
2021,"Serra do Ramalho","BA","Empresa privada",31362,NA,6219,3488.32,3000,1410,NA,NA,NA,6250000,6250000,NA,5935000,720000,1500000,NA,1775000,0,NA,0,0,NA,0
2017,"Cajari","MA","Sociedade de economia mista com administracao publica",1548,NA,4464,174.32,0,35.36,NA,NA,NA,0,0,NA,0,19690.65,0,NA,0,0,NA,0,0,NA,0
2020,"Capinzal do Norte","MA","Administracao publica direta",10935,NA,5734,1077.48,100,10,NA,NA,NA,230066.39,230066.39,NA,250000,22000,NA,NA,NA,0,NA,0,0,NA,0
2019,"Fortuna","MA","Sociedade de economia mista com administracao publica",8773,NA,9790,1288.02,412.56,813.27,NA,NA,NA,1478322.42,1478322.42,NA,1236574.61,501477.42,82472.95,NA,82472.95,0,NA,0,0,NA,0
2017,"Governador Edison Lobão","MA","Administracao publica direta",10299,NA,8017,5000,0,30413,NA,NA,NA,0,0,NA,0,540000,NA,NA,NA,0,NA,0,NA,NA,NA
2018,"Jatobá","MA","Sociedade de economia mista com administracao publica",2742,NA,4384,478.31,89.5,185.02,NA,NA,NA,253637.34,253637.34,NA,238885.79,147260.62,0,NA,0,0,NA,0,0,NA,0
2018,"Monção","MA","Sociedade de economia mista com administracao publica",5740,NA,12301,608.73,505.36,282.68,NA,NA,NA,20.84,20.84,NA,88039.21,238100.8,0,NA,0,0,NA,0,0,NA,0
2020,"Nova Iorque","MA","Sociedade de economia mista com administracao publica",1651,NA,2934,453.97,63.71,113.27,NA,NA,NA,231386.44,231386.44,NA,220383.33,65797.43,3169.55,NA,6433.88,0,NA,0,0,NA,0
2017,"Peritoró","MA","Sociedade de economia mista com administracao publica",7882,NA,8417,1231.63,360.2,505.49,NA,NA,NA,1045897.8,1045897.8,NA,895804.22,270236.58,173282,NA,173282,0,NA,0,0,NA,0
2018,"Pinheiro","MA","Sociedade de economia mista com administracao publica",22550,NA,49358,3698.43,1109.47,960,NA,NA,NA,3748015.99,3748015.99,NA,3128648.19,629164.86,0,NA,0,0,NA,0,0,NA,0
2017,"São Luís Gonzaga do Maranhão","MA","Sociedade de economia mista com administracao publica",5314,NA,7149,561.59,0,378.85,NA,NA,NA,0,0,NA,0,190442.29,19870.95,NA,19870.95,0,NA,0,0,NA,0
2019,"Vargem Grande","MA","Sociedade de economia mista com administracao publica",6749,NA,30521,1583.72,262.05,401.04,NA,NA,NA,933681.07,933681.07,NA,562622.43,203172.1,1948737.62,NA,1948737.62,0,NA,0,0,NA,0
2018,"Alvorada do Gurguéia","PI","Administracao publica direta",4422,NA,1974,482,402,47,NA,NA,NA,180000,180000,NA,176000,34000,NA,NA,NA,0,NA,0,0,NA,0
2018,"Aroazes","PI","Sociedade de economia mista com administracao publica",4323,NA,3469,285.67,185.43,160.84,NA,NA,NA,590497.78,590497.78,NA,635324.25,117149.17,0,NA,555.84,0,NA,0,0,NA,0
2019,"Buriti dos Lopes","PI","Sociedade de economia mista com administracao publica",14452,NA,10676,1240.27,479.01,582.34,NA,NA,NA,2313503.64,2313503.64,NA,2436042.95,493163.95,0,NA,394.99,0,NA,0,0,NA,0
2021,"Campo Maior","PI","Autarquia",46920,NA,34837,4950,2400,NA,NA,NA,NA,10261811.49,10261811.49,NA,10192646.64,807598.73,830005.98,NA,845005.98,0,NA,0,0,NA,0
2019,"Caridade do Piauí","PI","Sociedade de economia mista com administracao publica",1969,NA,1658,101.21,59.06,NA,NA,NA,NA,283146.52,283146.52,NA,223978.11,346686.78,0,NA,49.75,0,NA,0,0,NA,0
2018,"Elesbão Veloso","PI","Sociedade de economia mista com administracao publica",12332,NA,10206,706.64,573.12,599.89,NA,NA,NA,1842767.86,1842767.86,NA,2066981.94,381346.89,0,NA,1706.26,0,NA,0,0,NA,0
2017,"Paulistana","PI","Sociedade de economia mista com administracao publica",14675,NA,10875,770.66,656.99,626.71,NA,NA,NA,2196436.44,2196436.44,NA,2327264.56,301567.31,0,NA,7737.18,0,NA,0,0,NA,0
2017,"São Félix do Piauí","PI","Sociedade de economia mista com administracao publica",2794,NA,1551,203.8,136.27,71.64,NA,NA,NA,426722.7,426722.7,NA,474830.89,43136.05,0,NA,1489.91,0,NA,0,0,NA,0
2017,"Sebastião Leal","PI","Sociedade de economia mista com administracao publica",2079,NA,1972,110.54,83.34,48.59,NA,NA,NA,252939.61,252939.61,NA,254624.52,29407.56,0,NA,876.64,0,NA,0,0,NA,0
2021,"Uruçuí","PI","Sociedade de economia mista com administracao publica",21213,NA,16734,2002.83,1092.83,1207.16,NA,NA,NA,5018687.89,5018687.89,NA,4549805.17,1095824.61,420000,NA,490005.2,0,NA,0,0,NA,0
2013,"Érico Cardoso","BA","Autarquia",4610,NA,2137,230,130,278,NA,NA,NA,302354,289354,NA,246898,9000,7000,NA,30000,0,NA,0,0,NA,0
2013,"Alcântara","MA","Sociedade de economia mista com administracao publica",5654,NA,6338,1348.36,304.72,556.38,NA,NA,NA,750610.04,750610.04,NA,639290.53,180617.47,0,NA,0,0,NA,0,0,NA,0
2012,"Conceição do Lago-Açu","MA","Sociedade de economia mista com administracao publica",4008,NA,7132,446.69,182.35,256.45,NA,NA,NA,306516.49,306516.49,NA,288063.97,75948.86,0,NA,0,0,NA,0,0,NA,0
2014,"Icatu","MA","Sociedade de economia mista com administracao publica",2414,NA,8156,260.51,126.94,135.75,NA,NA,NA,312175.93,312175.93,NA,201184.11,61194.12,0,NA,30913.71,0,NA,0,0,NA,0
2013,"Lago do Junco","MA","Sociedade de economia mista com administracao publica",3447,NA,3601,568.04,162.84,390.25,NA,NA,NA,354460.27,354460.27,NA,325648.78,137379.08,0,NA,0,0,NA,0,0,NA,0
2015,"Lima Campos","MA","Sociedade de economia mista com administracao publica",7261,NA,6923,866.9,338.08,464.25,NA,NA,NA,793975.55,793975.55,NA,781392.97,144173.64,0,NA,0,0,NA,0,0,NA,0
2014,"Lima Campos","MA","Sociedade de economia mista com administracao publica",6902,NA,6905,859.1,340.29,471.24,NA,NA,NA,766161.44,766161.44,NA,763729.77,167684.39,0,NA,31853.98,0,NA,0,0,NA,0
2015,"Presidente Vargas","MA","Sociedade de economia mista com administracao publica",2815,NA,4831,323.82,0,259.2,NA,NA,NA,21289.01,21289.01,NA,21289.01,101653.45,0,NA,0,0,NA,0,0,NA,0
2014,"Presidente Vargas","MA","Sociedade de economia mista com administracao publica",2815,NA,4790,294.84,0,256.57,NA,NA,NA,12546.45,12546.45,NA,22884.89,68581.1,0,NA,99478.61,0,NA,0,0,NA,0
2014,"Rosário","MA","Sociedade de economia mista com administracao publica",468,NA,24294,17.45,17.45,19.52,NA,NA,NA,36361.79,36361.79,NA,20200.87,7345.31,0,NA,0,0,NA,0,0,NA,0
2015,"São Benedito do Rio Preto","MA","Sociedade de economia mista com administracao publica",6345,NA,11333,796.2,210.43,404.8,NA,NA,NA,449785.1,449785.1,NA,400266.63,175566.84,0,NA,0,0,NA,0,0,NA,0
2016,"São Bernardo","MA","Sociedade de economia mista com administracao publica",6585,NA,12488,784.04,284.64,141.57,NA,NA,NA,809779.83,809779.83,NA,665889.42,168910.36,0,NA,0,0,NA,0,0,NA,0
2012,"São Raimundo das Mangabeiras","MA","Sociedade de economia mista com administracao publica",12465,NA,12816,978.46,570.32,580.52,NA,NA,NA,1007545,1007545,NA,1007282.98,180536.32,0,NA,0,0,NA,0,0,NA,0
2012,"Timbiras","MA","Sociedade de economia mista com administracao publica",17140,NA,17621,1771.2,601.1,857.86,NA,NA,NA,1189448.09,1189448.09,NA,1086800.3,230088.42,0,NA,0,0,NA,0,0,NA,0
2012,"Trizidela do Vale","MA","Sociedade de economia mista com administracao publica",16478,NA,16499,2092.44,552.48,980.73,NA,NA,NA,1365979.5,1365979.5,NA,1257319.46,250091.83,0,NA,0,0,NA,0,0,NA,0
2014,"Tufilândia","MA","Sociedade de economia mista com administracao publica",969,NA,2782,55.08,38.54,44.31,NA,NA,NA,75322.74,75322.74,NA,70031,18859.22,0,NA,0,0,NA,0,0,NA,0
2014,"Zé Doca","MA","Sociedade de economia mista com administracao publica",17277,NA,30874,1974.09,626.14,1728.46,NA,NA,NA,1284642.73,1284642.73,NA,1272872.85,605690.34,0,NA,0,0,NA,0,0,NA,0
2012,"Alvorada do Gurguéia","PI","Administracao publica direta",3954,NA,1895,411,114,27,NA,NA,NA,183706,183706,NA,110670,22300,NA,NA,NA,0,NA,0,0,NA,0
2013,"Barro Duro","PI","Sociedade de economia mista com administracao publica",4681,NA,4803,406.4,259.73,362.96,NA,NA,NA,632639.28,632639.28,NA,686255.93,106326.99,0,NA,0,0,NA,0,0,NA,0
2013,"Campo Largo do Piauí","PI","Administracao publica direta",1343,NA,1475,268.58,90.99,196.16,NA,NA,NA,241018.29,241018.29,NA,229618.22,90106.2,NA,NA,NA,0,NA,0,0,NA,0
2012,"Colônia do Gurguéia","PI","Sociedade de economia mista com administracao publica",2046,NA,4975,827.93,95.41,148.92,NA,NA,NA,268732.17,268732.17,NA,250647.56,348.62,0,NA,0,0,NA,0,0,NA,0
2012,"Eliseu Martins","PI","Sociedade de economia mista com administracao publica",3781,NA,3881,639.04,191.57,269.63,NA,NA,NA,483936.05,483936.05,NA,481673.39,69310.01,0,NA,0,0,NA,0,0,NA,0
2012,"Morro do Chapéu do Piauí","PI","Administracao publica direta",5350,NA,2325,354.05,202.75,NA,NA,NA,NA,43320.75,43320.75,NA,43320.75,32000,NA,NA,NA,0,NA,0,0,NA,0
2016,"Pimenteiras","PI","Sociedade de economia mista com administracao publica",6141,NA,4873,340.4,271.87,239.74,NA,NA,NA,808299.06,808299.06,NA,838842.12,137978.08,0,NA,0,0,NA,0,0,NA,0
2016,"Santa Cruz dos Milagres","PI","Administracao publica direta",3926,NA,2209,200,180,100,NA,NA,NA,160000,160000,NA,250000,30000,NA,NA,NA,0,NA,0,0,NA,0
2012,"Santo Antônio dos Milagres","PI","Sociedade de economia mista com administracao publica",799,NA,818,57.49,44.18,21.35,NA,NA,NA,104891.37,104891.37,NA,103237.64,11055.02,0,NA,0,0,NA,0,0,NA,0
2013,"São José do Peixe","PI","Sociedade de economia mista com administracao publica",1617,NA,1893,173.47,120.57,35.11,NA,NA,NA,314076.06,314076.06,NA,372518.75,15042.37,0,NA,0,0,NA,0,0,NA,0
2013,"São Lourenço do Piauí","PI","Sociedade de economia mista com administracao publica",1096,NA,1127,117.9,73.49,46.14,NA,NA,NA,168013.75,168013.75,NA,198446.55,20377.6,0,NA,0,0,NA,0,0,NA,0
2022,"Antas","BA","Sociedade de economia mista com administracao publica",7822,NA,NA,414.74,370.11,765.45,NA,NA,NA,2068777.83,2068777.83,NA,2035449.14,440031.2,416382.28,NA,432359.2,0,NA,0,0,NA,0
2022,"Capela do Alto Alegre","BA","Sociedade de economia mista com administracao publica",7295,NA,NA,433.54,392.46,375.58,NA,NA,NA,2554154.44,2554154.44,NA,2573375.53,5902.66,371103.95,NA,386830.13,0,NA,0,0,NA,0
2022,"Condeúba","BA","Sociedade de economia mista com administracao publica",7959,NA,NA,644.19,416.04,408.72,NA,NA,NA,2508973.27,2508973.27,NA,2448495.42,171824.52,268597.36,NA,329337.43,0,NA,0,0,NA,0
2022,"Planaltino","BA","Sociedade de economia mista com administracao publica",3308,NA,NA,145.59,151.01,283.45,NA,NA,NA,820506.67,820506.67,NA,835066.03,196837.37,5576404.46,NA,5864790.69,0,NA,0,0,NA,0
2022,"São José da Vitória","BA","Sociedade de economia mista com administracao publica",4782,NA,NA,249.16,217.73,159.8,NA,NA,NA,1115013.08,1115013.08,NA,1059201.86,16329.64,42044.67,NA,57443.47,0,NA,0,0,NA,0
2022,"Conceição do Lago-Açu","MA","Sociedade de economia mista com administracao publica",4589,NA,NA,1094.68,132.19,429.68,NA,NA,NA,346224.59,346224.59,NA,47257.96,285447.68,26368.19,NA,31903.78,0,NA,0,0,NA,0
2022,"Itinga do Maranhão","MA","Autarquia",22513,NA,NA,1198.27,1198.27,1678.23,NA,NA,NA,240856,240856,NA,260583.37,1039024.25,0,NA,0,0,NA,0,0,NA,0
2022,"Santa Luzia","MA","Sociedade de economia mista com administracao publica",24084,NA,NA,2726.04,984.7,1877.97,NA,NA,NA,3547173.52,3547173.52,NA,2256462.78,1288625.61,65663.7,NA,79448.77,0,NA,0,0,NA,0
2022,"Canavieira","PI","Sociedade de economia mista com administracao publica",1939,NA,NA,178.33,99.83,70.67,NA,NA,NA,463486.22,463486.22,NA,522350.37,60322,0,NA,8037.1,0,NA,0,0,NA,0
2022,"Guaribas","PI","Sociedade de economia mista com administracao publica",1628,NA,NA,140.28,89.37,517.1,NA,NA,NA,352018.58,352018.58,NA,370923.55,448872.97,0,NA,5707.19,0,NA,0,0,NA,0
2022,"Massapê do Piauí","PI","Administracao publica direta",1687,NA,NA,82.67,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,NA,NA
2022,"Palmeira do Piauí","PI","Sociedade de economia mista com administracao publica",1494,NA,NA,177.87,93.18,157.65,NA,NA,NA,490233.46,490233.46,NA,434850.01,131358.13,0,NA,29957.27,0,NA,0,0,NA,0
2021,"Barro Alto","BA","Sociedade de economia mista com administracao publica",7758,NA,7481,437.55,341.6,2198.73,NA,NA,NA,1468299.32,1468299.32,NA,1319916.44,622167.99,120783.02,NA,130084.52,0,NA,0,0,NA,0
2021,"Caldeirão Grande","BA","Sociedade de economia mista com administracao publica",6420,NA,4909,1364.9,343.06,429.19,NA,NA,NA,1773096,1773096,NA,1724087.3,407330.58,109505.48,NA,123182.49,0,NA,0,0,NA,0
2021,"Cipó","BA","Sociedade de economia mista com administracao publica",12401,NA,12467,760.87,588.29,405.97,NA,NA,NA,3312339.86,3312339.86,NA,3483601.34,185586.72,134995.99,NA,182728.74,0,NA,0,0,NA,0
2021,"Guajeru","BA","Sociedade de economia mista com administracao publica",1874,NA,1271,151.18,130.32,220.77,NA,NA,NA,656886.86,656886.86,NA,631990.02,104791.13,6093088.39,NA,6187519.74,0,NA,0,0,NA,0
2021,"Jucuruçu","BA","Sociedade de economia mista com administracao publica",2974,NA,1973,151.78,162.56,27.45,NA,NA,NA,882524.4,882524.4,NA,864120.87,19894.12,18260.64,NA,23183.46,0,NA,0,0,NA,0
2021,"Santaluz","BA","Sociedade de economia mista com administracao publica",25647,NA,23171,1403.04,1092.73,300.07,NA,NA,NA,5344623.86,5344623.86,NA,5511972.76,702438.15,486551.4,NA,508275.32,0,NA,0,0,NA,0
2018,"Axixá","MA","Sociedade de economia mista com administracao publica",1989,NA,4979,411.13,67.07,140.88,NA,NA,NA,222632.04,222632.04,NA,169204.14,110217.97,0,NA,0,0,NA,0,0,NA,0
2020,"Boa Vista do Gurupi","MA","Administracao publica direta",5925,NA,5925,730,511,NA,NA,NA,NA,217266,217266,NA,217266,167266,NA,NA,NA,0,NA,0,0,NA,0
2021,"Carolina","MA","Autarquia",22000,NA,16367,1770,509.76,507,NA,NA,NA,3474928.37,3474928.37,NA,3474928.37,763226.29,0,NA,0,0,NA,0,0,NA,0
2018,"Carutapera","MA","Sociedade de economia mista com administracao publica",3076,NA,17442,186.34,121.57,57.43,NA,NA,NA,367456.22,367456.22,NA,255084.36,48837.38,0,NA,0,0,NA,0,0,NA,0
2017,"Magalhães de Almeida","MA","Sociedade de economia mista com administracao publica",4473,NA,10080,791.14,174.85,161.77,NA,NA,NA,548108.75,548108.75,NA,468691.68,89149.14,0,NA,0,0,NA,0,0,NA,0
2019,"Maranhãozinho","MA","Sociedade de economia mista com administracao publica",2232,NA,10431,77.19,0,147.65,NA,NA,NA,0,0,NA,0,158711.01,4942.54,NA,4942.54,0,NA,0,0,NA,0
2018,"Agricolândia","PI","Sociedade de economia mista com administracao publica",3853,NA,3637,202.58,185.9,394.26,NA,NA,NA,597192.27,597192.27,NA,714701.59,267089.54,0,NA,531.58,0,NA,0,0,NA,0
2018,"Antônio Almeida","PI","Sociedade de economia mista com administracao publica",3090,NA,2311,233.82,147.16,115.24,NA,NA,NA,503861.19,503861.19,NA,552614.29,96549.14,0,NA,417.95,0,NA,0,0,NA,0
2018,"Beneditinos","PI","Sociedade de economia mista com administracao publica",6589,NA,6609,292.21,270.5,124.74,NA,NA,NA,815518.31,815518.31,NA,952828.16,97193.53,0,NA,843.55,0,NA,0,0,NA,0
2021,"Campo Grande do Piauí","PI","Sociedade de economia mista com administracao publica",2410,NA,1680,96.84,97.69,0.42,NA,NA,NA,375064.68,375064.68,NA,389392.82,332.36,0,NA,5991.36,0,NA,0,0,NA,0
2020,"Campo Grande do Piauí","PI","Sociedade de economia mista com administracao publica",2206,NA,1674,96.7,87.73,0.28,NA,NA,NA,327293.73,327293.73,NA,370729.24,621.48,0,NA,2423.43,0,NA,0,0,NA,0
2018,"Conceição do Canindé","PI","Sociedade de economia mista com administracao publica",3359,NA,2534,267.8,151.48,200.39,NA,NA,NA,494649.6,494649.6,NA,544810.59,166198,0,NA,450.29,0,NA,0,0,NA,0
2020,"Domingos Mourão","PI","Sociedade de economia mista com administracao publica",1465,NA,978,174.72,69.46,33.83,NA,NA,NA,328436.32,328436.32,NA,287023.27,27272.71,0,NA,1482.65,0,NA,0,0,NA,0
2020,"Inhuma","PI","Sociedade de economia mista com administracao publica",10912,NA,7511,635.27,475.07,538.98,NA,NA,NA,1733090.27,1733090.27,NA,1965770.51,368724.4,0,NA,11266.11,0,NA,0,0,NA,0
2021,"Itaueira","PI","Sociedade de economia mista com administracao publica",8085,NA,6149,633.9,374.4,559.94,NA,NA,NA,1548543.19,1548543.19,NA,1564647.77,387143.32,60000,NA,84074.33,0,NA,0,0,NA,0
2017,"Jardim do Mulato","PI","Sociedade de economia mista com administracao publica",1382,NA,1216,115.94,64.65,52.9,NA,NA,NA,216891.36,216891.36,NA,209180.39,30826.42,0,NA,754.28,0,NA,0,0,NA,0
2020,"Joaquim Pires","PI","Sociedade de economia mista com administracao publica",6321,NA,4428,356.9,264.7,197.89,NA,NA,NA,1041700.28,1041700.28,NA,1172836.04,153757.02,0,NA,5943.88,0,NA,0,0,NA,0
2019,"Luís Correia","PI","Sociedade de economia mista com administracao publica",22743,NA,13493,4660.99,936.34,705.45,NA,NA,NA,3760160.4,3760160.4,NA,4358264.37,467476.35,0,NA,575.59,0,NA,0,0,NA,0
2020,"Nova Santa Rita","PI","Sociedade de economia mista com administracao publica",1175,NA,737,72.94,52.16,82.88,NA,NA,NA,194437.96,194437.96,NA,227370.48,68689.26,0,NA,1230,0,NA,0,0,NA,0
2019,"Nova Santa Rita","PI","Sociedade de economia mista com administracao publica",1051,NA,735,71.5,49.6,86.56,NA,NA,NA,182093.55,182093.55,NA,189092.39,74729.49,0,NA,32.52,0,NA,0,0,NA,0
2018,"Paes Landim","PI","Sociedade de economia mista com administracao publica",2786,NA,2419,209.65,123.45,137.99,NA,NA,NA,435467.79,435467.79,NA,491652.96,80080.74,0,NA,341.34,0,NA,0,0,NA,0
2018,"Palmeira do Piauí","PI","Sociedade de economia mista com administracao publica",1752,NA,1784,110.13,75.3,28.99,NA,NA,NA,172344.73,172344.73,NA,286174.97,24647.6,0,NA,222.17,0,NA,0,0,NA,0
2021,"Ribeira do Piauí","PI","Autarquia",4499,NA,1087,100.8,0,705.6,NA,NA,NA,0,0,NA,0,130051.52,0,NA,0,0,NA,0,0,NA,0
2019,"São Braz do Piauí","PI","Sociedade de economia mista com administracao publica",207,NA,1053,9.03,6.14,0.72,NA,NA,NA,22750.64,22750.64,NA,24315.48,437.79,0,NA,4.31,0,NA,0,0,NA,0
2019,"Uruçuí","PI","Sociedade de economia mista com administracao publica",21189,NA,16589,1895.65,1025.76,1137.77,NA,NA,NA,4124156.75,4124156.75,NA,4334134.54,1005401.86,0,NA,625.83,0,NA,0,0,NA,0
2017,"Várzea Grande","PI","Sociedade de economia mista com administracao publica",2791,NA,2574,241.34,137.36,104.39,NA,NA,NA,431197.91,431197.91,NA,467834.57,61547.56,0,NA,1494.29,0,NA,0,0,NA,0
2011,"Afonso Cunha","MA","Sociedade de economia mista com administracao publica",1239,NA,3286,231.19,47.12,40.4,NA,NA,NA,59408.1,59408.1,NA,74602.18,39628.51,0,NA,0,0,NA,0,0,NA,0
2011,"Altamira do Maranhão","MA","Sociedade de economia mista com administracao publica",704,NA,3200,41.1,28.33,17.54,NA,NA,NA,35872.51,35872.51,NA,33544.9,14394.66,0,NA,0,0,NA,0,0,NA,0
2011,"Lima Campos","MA","Sociedade de economia mista com administracao publica",6539,NA,6824,868.8,293.53,378.12,NA,NA,NA,385236.19,385236.19,NA,372246.82,213986.96,0,NA,0,0,NA,0,0,NA,0
2011,"Matões do Norte","MA","Sociedade de economia mista com administracao publica",4303,NA,4845,579.36,148.78,621.47,NA,NA,NA,170756.97,170756.97,NA,227513.91,77234.95,0,NA,0,0,NA,0,0,NA,0
2011,"Presidente Vargas","MA","Sociedade de economia mista com administracao publica",2680,NA,4635,260.06,0,235.51,NA,NA,NA,108096.07,108096.07,NA,93884.29,205658.63,0,NA,0,0,NA,0,0,NA,0
2011,"Santa Luzia do Paruá","MA","Sociedade de economia mista com administracao publica",7507,NA,12702,336.42,0,345.26,NA,NA,NA,124.6,124.6,NA,6085.64,142121.2,0,NA,0,0,NA,0,0,NA,0
2011,"São Domingos do Maranhão","MA","Sociedade de economia mista com administracao publica",11036,NA,17335,786.73,557.9,1406.13,NA,NA,NA,668813.26,668813.26,NA,634289.53,201721.82,0,NA,0,0,NA,0,0,NA,0
2011,"Trizidela do Vale","MA","Sociedade de economia mista com administracao publica",14452,NA,16337,2092.44,552.48,169.78,NA,NA,NA,791974.85,791974.85,NA,70694.45,112353.69,0,NA,0,0,NA,0,0,NA,0
2016,"Buritirama","BA","Autarquia",9270,NA,8740,438,500.89,253.05,NA,NA,NA,1165419.66,1165419.66,NA,1227693.04,390371.83,0,NA,0,0,NA,0,NA,NA,NA
2013,"Jussari","BA","Administracao publica direta",5050,NA,4890,275.2,141.13,220,NA,NA,NA,322888.68,322888.68,NA,322888.68,1520.98,NA,NA,NA,0,NA,0,0,NA,0
2014,"Afonso Cunha","MA","Sociedade de economia mista com administracao publica",1283,NA,3438,169.12,52.02,43.5,NA,NA,NA,148301.5,148301.5,NA,134671.01,19063.87,0,NA,0,0,NA,0,0,NA,0
2013,"Alto Alegre do Maranhão","MA","Sociedade de economia mista com administracao publica",15834,NA,20279,1355.68,600.97,428.66,NA,NA,NA,1186100.5,1186100.5,NA,1169922.34,199588.31,996325.54,NA,996325.54,0,NA,0,0,NA,0
2014,"Arame","MA","Sociedade de economia mista com administracao publica",7538,NA,12647,1191.51,329.85,379.67,NA,NA,NA,710696.99,710696.99,NA,314693.5,149339.02,0,NA,5240,0,NA,0,0,NA,0
2015,"Benedito Leite","MA","Sociedade de economia mista com administracao publica",5181,NA,2839,868.33,198.9,255.64,NA,NA,NA,449729.86,449729.86,NA,429651.65,78309.47,0,NA,0,0,NA,0,0,NA,0
2016,"Bom Jesus das Selvas","MA","Sociedade de economia mista com administracao publica",8777,NA,15864,115.02,105.7,119.41,NA,NA,NA,270797.93,270797.93,NA,58743.39,0,0,NA,0,0,NA,0,0,NA,0
2014,"Davinópolis","MA","Sociedade de economia mista com administracao publica",10474,NA,10546,1137.6,451.05,429.84,NA,NA,NA,917890.61,917890.61,NA,770865.61,142471.97,0,NA,0,0,NA,0,0,NA,0
2012,"Guimarães","MA","Sociedade de economia mista com administracao publica",5771,NA,6861,1079.52,303.12,309.66,NA,NA,NA,582556.5,582556.5,NA,618418.86,145649.49,0,NA,0,0,NA,0,0,NA,0
2012,"Matões do Norte","MA","Sociedade de economia mista com administracao publica",4155,NA,5005,571.82,141,694.84,NA,NA,NA,265422.37,265422.37,NA,228773.93,169783.21,0,NA,0,0,NA,0,0,NA,0
