"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
"2015","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14044,32464,NA,NA,NA,299.45,594.93,419.54,7963813,NA,1314609.3,7903825,927800.84,NA,1735952.23,2263289.46,NA,NA,NA,NA,0,0
"2016","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,13335,32845,NA,NA,NA,302.39,619.92,627.04,8555208.64,NA,1614383.24,7719497.53,882497.62,NA,199230.45,2101137.15,NA,NA,NA,NA,0,0
"2017","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14027,33200,NA,NA,NA,545.19,585.1,526.22,9723355.88,NA,1874435.88,8575863.24,645257.39,NA,0,59567.22,NA,NA,NA,NA,0,0
"2018","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14268,32472,NA,NA,NA,566,603.99,498.36,10442460.4,NA,2089739.76,10064964.61,448872.57,NA,0,504714.78,NA,NA,NA,NA,0,0
"2019","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14707,32855,NA,NA,NA,303.76,549,530.76,10944538.59,NA,2257725.57,10071510.41,654081.33,NA,56551.99,56551.99,NA,NA,NA,NA,NA,NA
"2020","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,15408,33220,NA,NA,NA,524.59,548.87,546.4,10912384.25,NA,2232311.2,10157412.62,581339.75,NA,78900,5197684.13,NA,NA,NA,NA,NA,NA
"2021","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,15816,33566,NA,NA,NA,485.91,583.44,564.96,10901309.18,NA,2305389.41,10394546.24,1238049.34,NA,324261.89,3253963.46,NA,0,0,NA,0,0
"2022","São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14546,NA,NA,NA,NA,524.59,586.91,557.72,11180755.14,NA,2465605.52,10974364.57,1510768.86,NA,69863.79,1222549.44,NA,0,0,NA,0,0
"2018","São Gonçalo do Gurguéia","PI","Administracao publica direta",NA,500,1305,NA,NA,NA,0,0,0,1200,NA,0,1200,105468,NA,NA,NA,NA,0,27839,NA,NA,NA
"2019","São Gonçalo do Gurguéia","PI","Administracao publica direta",NA,500,1312,NA,NA,NA,NA,0,0,200,NA,0,200,105500,NA,NA,NA,NA,0,221502,NA,0,0
"2020","São Gonçalo do Gurguéia","PI","Administracao publica direta",NA,500,1319,NA,NA,NA,NA,0,0,1600,NA,0,1600,289640,NA,NA,NA,NA,0,2e+05,NA,0,0
"2020","São Gonçalo do Piauí","PI","Administracao publica direta",NA,16,3500,NA,NA,NA,0,0,0,20,NA,10,5,10,NA,NA,NA,NA,0,0,NA,0,0
"2013","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,1598,18170,NA,NA,NA,NA,15.86,24.68,3002349.53,NA,45387.93,2660395.06,262527.57,NA,0,42350.28,NA,NA,NA,NA,NA,NA
"2014","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2087,18403,NA,NA,NA,40.32,82.16,66.42,3150131.07,NA,111512.03,3214590.14,349048.38,NA,4846.13,81602.02,NA,NA,NA,NA,NA,NA
"2015","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2852,18623,NA,NA,NA,0.92,87.49,83.33,3531913.8,NA,145322.4,3425814.2,701683.8,NA,4222.21,10123,NA,NA,NA,NA,0,0
"2016","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2903,18663,NA,NA,NA,1.22,112.49,106.1,4354036.29,NA,164529.49,3805532.59,684438.1,NA,3620.69,18775.76,NA,NA,NA,NA,0,0
"2017","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2825,18853,NA,NA,NA,0,78.22,91.01,4537177.1,NA,134954.44,4183119.91,870048.05,NA,0,17224.27,NA,NA,NA,NA,0,0
"2018","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2742,18417,NA,NA,NA,0,74.73,73.33,5205913.89,NA,144777.91,5150523.95,396295,NA,0,0,NA,NA,NA,NA,0,0
"2019","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2749,18621,NA,NA,NA,12.55,64.7,75.28,5915876.99,NA,154052.37,6142117.64,1122231.14,NA,0,0,NA,NA,NA,NA,NA,NA
"2020","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2502,18815,NA,NA,NA,0,75.06,89.38,6226961.69,NA,186168.94,11379844.28,1290505.34,NA,0,2843030.5,NA,NA,NA,NA,NA,NA
"2021","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2429,19000,NA,NA,NA,20.44,79.7,94.05,6729956.98,NA,193613.27,11434177.06,1191383.68,NA,5419.58,6744591.33,NA,0,0,NA,0,0
"2022","São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2468,NA,NA,NA,NA,17.21,81.17,96.63,7118432.97,NA,217610.5,11786327.87,1223393.08,NA,24599.28,1961549.91,NA,0,0,NA,0,0
"2020","São João da Fronteira","PI","Administracao publica direta",NA,153,2457,NA,NA,NA,0,0,0,0,NA,0,0,16605.36,NA,NA,NA,NA,0,0,NA,0,0
"2021","São João da Fronteira","PI","Administracao publica direta",NA,154,2465,NA,NA,NA,1,0,0,0,NA,0,0,20320,NA,NA,NA,NA,0,0,NA,0,0
"2022","São João da Fronteira","PI","Administracao publica direta",NA,154,NA,NA,NA,NA,1,0,0,0,NA,0,0,23520,NA,NA,NA,NA,0,0,NA,0,0
"2012","São João do Arraial","PI","Administracao publica direta",NA,3823,3823,NA,NA,NA,80,0,0,36000,NA,0,36000,54000,NA,NA,NA,NA,0,55000,NA,0,0
"2013","São João do Arraial","PI","Administracao publica direta",NA,3823,3852,NA,NA,NA,80,0,0,36000,NA,0,36000,54000,NA,NA,NA,NA,0,55000,NA,0,0
"2014","São João do Arraial","PI","Administracao publica direta",NA,3850,3885,NA,NA,NA,80,0,0,38000,NA,0,38000,58000,NA,NA,NA,NA,0,55000,NA,0,0
"2016","São João do Arraial","PI","Administracao publica direta",NA,1100,3937,NA,NA,NA,23,0,0,57000,NA,15000,75000,15000,NA,NA,NA,NA,1500,11300,NA,0,0
"2017","São João do Arraial","PI","Administracao publica direta",NA,1150,3959,NA,NA,NA,23,0,0,57000,NA,15000,75000,15000,NA,NA,NA,NA,1500,11300,NA,0,0
"2018","São João do Arraial","PI","Administracao publica direta",NA,1200,4004,NA,NA,NA,23,0,0,61750,NA,16500,75000,16725,NA,NA,NA,NA,1500,11300,NA,0,0
"2019","São João do Arraial","PI","Administracao publica direta",NA,1350,4030,NA,NA,NA,42,0,0,61700,NA,17850,77000,16725,NA,NA,NA,NA,1500,11300,NA,NA,NA
"2015","São João do Piauí","PI","Administracao publica direta",NA,16000,13882,NA,NA,NA,300,0,0,2208797.94,NA,2208797.94,2372863.69,250708.68,NA,NA,NA,NA,0,0,NA,0,0
"2016","São João do Piauí","PI","Administracao publica direta",NA,16000,13923,NA,NA,NA,300,0,0,2208797.94,NA,2208797.94,2372863.69,250708.68,NA,NA,NA,NA,0,0,NA,0,0
"2015","São José de Ribamar","MA","Empresa privada",NA,32126,40304,NA,NA,NA,62,1469.46,1571,16945373,NA,4171031,6697909,3366711.27,NA,75430.31,5844079.42,NA,0,0,NA,0,0
"2016","São José de Ribamar","MA","Empresa privada",NA,55654,40707,NA,NA,NA,106,1952.11,2012.04,24574387,NA,6255605.85,12651202.75,4320072.85,NA,1286418.31,12403337.02,NA,0,0,NA,0,0
"2018","São José de Ribamar","MA","Empresa privada",NA,98195,40779,NA,NA,NA,657,5309,2456,32652574,NA,7054416,28468521,7617454,NA,216867,29281154,NA,0,0,NA,0,0
"2019","São José de Ribamar","MA","Empresa privada",NA,68729,41095,NA,NA,NA,876,5382,2856,36045759.52,NA,8158866.65,31376874.03,7512744.88,NA,374720,15121959,NA,0,0,NA,0,0
"2020","São José de Ribamar","MA","Empresa privada",NA,70072,41406,NA,NA,NA,745.11,4916.94,3517.2,47545584.69,NA,10085576.85,39056526.31,6990877.95,NA,200449.62,11247108.61,NA,0,0,NA,0,0
"2021","São José de Ribamar","MA","Empresa privada",NA,16655,41710,NA,NA,NA,577.12,2373.55,3601.73,63665009.09,NA,16171038.79,40586085.49,7157412.83,NA,48472.34,22907520.79,NA,0,0,NA,0,0
"2022","São José de Ribamar","MA","Empresa privada",NA,19572,NA,NA,NA,NA,612.41,4034.4,3947.39,72710802.09,NA,19239089.37,49747833.25,6976718.31,NA,1923317.07,40092849.53,NA,0,0,NA,0,0
"2011","São Julião","PI","Administracao publica direta",NA,2000,2337,NA,NA,NA,1.8,0,0,0,NA,0,0,1200,NA,NA,NA,NA,0,0,NA,0,0
"2011","São Luís","MA","Sociedade de economia mista com administracao publica",NA,468203,970416,NA,NA,NA,1526.22,4917.29,24619.47,118113908.1,NA,49302195.14,93702660.9,38203999.65,NA,0,7031190.28,NA,0,0,NA,0,0
"2012","São Luís","MA","Sociedade de economia mista com administracao publica",NA,489512,981920,NA,NA,NA,1852.56,5234.69,24628.25,171364737.32,NA,73017526,109100829.59,37491187.7,NA,0,5304225.34,NA,0,0,NA,0,0
"2013","São Luís","MA","Sociedade de economia mista com administracao publica",NA,513920,995438,NA,NA,NA,1454.66,3848,30253.37,116249252,NA,428198.15,137021872.22,25962211.94,NA,0,34926674.42,NA,0,0,NA,0,0
"2014","São Luís","MA","Sociedade de economia mista com administracao publica",NA,484735,1005143,NA,NA,NA,1614.84,3574,30585.73,212577748.7,NA,92937072.96,141109297.52,24927484.49,NA,30144737.24,52544324.52,NA,0,0,NA,0,0
"2015","São Luís","MA","Sociedade de economia mista com administracao publica",NA,519175,1014301,NA,NA,NA,1476.41,3711,29470.38,216070034.97,NA,94698798.4,138779152.12,57879486.68,NA,54478639.91,70361157.51,NA,0,0,NA,0,0
"2016","São Luís","MA","Sociedade de economia mista com administracao publica",NA,517071,1022841,NA,NA,NA,1838.07,4852.22,30528.66,272493931.48,NA,120864163.36,159890670.71,26232963.35,NA,54420094.6,69952557.49,NA,0,0,NA,0,0
"2017","São Luís","MA","Sociedade de economia mista com administracao publica",NA,532106,1031278,NA,NA,NA,2075.52,6753.04,30666.26,295250999.5,NA,132804951.55,164498385.81,28660910.93,NA,0,85648264.72,NA,0,0,NA,0,0
"2018","São Luís","MA","Sociedade de economia mista com administracao publica",NA,528237,1033922,NA,NA,NA,1659.32,7545.85,30633.32,283777456.28,NA,128074261.14,161454461.51,37382801.28,NA,0,87671159.45,NA,0,0,NA,0,0
"2019","São Luís","MA","Sociedade de economia mista com administracao publica",NA,547074,1040739,NA,NA,NA,2036.08,8090.04,29758.96,334470707.64,NA,151016290.15,188989237.55,38569573.86,NA,0,15544827.6,NA,0,0,NA,0,0
"2020","São Luís","MA","Sociedade de economia mista com administracao publica",NA,552031,1047436,NA,NA,NA,3055.43,8538.48,30149.61,348922304.11,NA,154010387.13,208270710.35,36225291.3,NA,8308144.32,13411827.48,NA,0,0,NA,0,0
"2021","São Luís","MA","Sociedade de economia mista com administracao publica",NA,556308,1054007,NA,NA,NA,3028.63,8921.27,29510.92,332393912.75,NA,144201421.79,194513746.62,40846254.16,NA,16771604.82,23481280.34,NA,NA,NA,NA,NA,NA
"2022","São Luís","MA","Sociedade de economia mista com administracao publica",NA,563330,NA,NA,NA,NA,3259.48,8984.21,29576.9,336712977.29,NA,144669528.5,185688364.16,44588711.4,NA,11819400.69,16779877.04,NA,0,0,NA,0,0
"2018","São Mateus do Maranhão","MA","Administracao publica direta",NA,15000,30370,NA,NA,NA,50,0,0,0,NA,0,0,80000,NA,NA,NA,NA,1e+05,496000,NA,2e+05,760000
"2021","São Miguel da Baixa Grande","PI","Administracao publica direta",NA,1581,1581,NA,NA,NA,0,0,0,54000,NA,0,54000,215000,NA,NA,NA,NA,0,0,NA,0,0
"2022","São Miguel da Baixa Grande","PI","Administracao publica direta",NA,1600,NA,NA,NA,NA,NA,0,0,60000,NA,0,60000,220000,NA,NA,NA,NA,0,0,NA,0,0
"2015","São Miguel das Matas","BA","Administracao publica direta",NA,3875,3875,NA,NA,NA,NA,0,0,20000,NA,20000,30000,2000,NA,NA,NA,NA,50000,91000,NA,NA,NA
"2016","São Miguel do Tapuio","PI","Administracao publica direta",NA,1850,6480,NA,NA,NA,NA,0,0,0,NA,0,0,250,NA,NA,NA,NA,5500,165910,NA,0,0
"2017","São Miguel do Tapuio","PI","Administracao publica direta",NA,1910,6403,NA,NA,NA,0,0,0,58811.82,NA,58811.82,58811.82,580.6,NA,NA,NA,NA,0,10470.4,NA,0,0
"2018","São Miguel do Tapuio","PI","Administracao publica direta",NA,1910,6510,NA,NA,NA,0,0,0,339557,NA,339557,339557,101010.89,NA,NA,NA,NA,0,92455,NA,0,0
"2019","São Miguel do Tapuio","PI","Administracao publica direta",NA,1910,6501,NA,NA,NA,0,0,0,0,NA,0,0,69024.46,NA,NA,NA,NA,0,0,NA,0,0
"2020","São Miguel do Tapuio","PI","Administracao publica direta",NA,1910,6493,NA,NA,NA,0,0,0,0,NA,0,0,69024.46,NA,NA,NA,NA,0,0,NA,0,0
"2022","São Miguel do Tapuio","PI","Administracao publica direta",NA,1500,NA,NA,NA,NA,0,0,0,0,NA,0,0,69024.46,NA,NA,NA,NA,0,0,NA,NA,NA
"2020","São Pedro dos Crentes","MA","Administracao publica direta",NA,142,2580,NA,NA,NA,0.54,0,0,0,NA,0,0,78341.33,NA,NA,NA,NA,0,0,NA,0,0
"2016","São Raimundo do Doca Bezerra","MA","Administracao publica direta",NA,1444,1444,NA,NA,NA,25,0,0,220000,NA,40000,230000,41587.5,NA,NA,NA,NA,0,0,NA,0,0
"2022","São Raimundo Nonato","PI","Administracao publica direta",NA,15000,NA,NA,NA,NA,NA,40,0,0,NA,0,0,12000,NA,NA,NA,NA,0,0,NA,NA,NA
"2014","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,602,35578,NA,NA,NA,20.93,5.44,7.53,3714148.43,NA,3653.35,3812413.29,506540.3,NA,1401.29,117829.55,NA,NA,NA,NA,NA,NA
"2015","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,1508,35727,NA,NA,NA,12.64,19.29,34.79,4114015.64,NA,20498.7,4117771.55,703238.83,NA,19113.59,45825.94,NA,NA,NA,NA,0,0
"2017","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,2656,35998,NA,NA,NA,0,69.29,89.02,5230316.07,NA,83624.85,5112276.87,978614.23,NA,0,0,NA,NA,NA,NA,0,0
"2018","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,2526,34692,NA,NA,NA,0,154.66,71.57,5701017.48,NA,85077.77,5785652.67,909357.41,NA,0,0,NA,NA,NA,NA,0,0
"2019","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,2406,34799,NA,NA,NA,10.66,54.56,68.54,5853087.76,NA,84897.16,6066453.25,882839.06,NA,0,0,NA,NA,NA,NA,NA,NA
"2020","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,2334,34901,NA,NA,NA,5.74,255.21,71.82,6453041.83,NA,91418.53,6481705.57,1047319.18,NA,0,2458763.32,NA,NA,NA,NA,NA,NA
"2021","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,2331,34998,NA,NA,NA,5.16,89.59,73.04,6280948.53,NA,91703.62,6569529.88,1398354.39,NA,46398.82,2430666.28,NA,0,0,NA,0,0
"2022","São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,2110,NA,NA,NA,NA,6.64,60.85,71.46,7004966.85,NA,96933.35,6866950.24,1778049.86,NA,60728.65,3494171.25,NA,0,0,NA,0,0
"2012","Saúde","BA","Administracao publica direta",NA,5334,6689,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2013","Saúde","BA","Administracao publica direta",NA,5800,7094,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2022","Saúde","BA","Organizacao social",NA,230,NA,NA,NA,NA,0,0.11,5.42,253622.53,NA,1138,242443.51,1982,NA,0,33400,NA,0,0,NA,0,NA
"2017","Senhor do Bonfim","BA","Sociedade de economia mista com administracao publica",NA,5938,62825,NA,NA,NA,173.68,172.84,189.77,14011095.73,NA,206681.94,14098401.27,2721378.13,NA,4113.29,7345786.66,NA,NA,NA,NA,0,0
"2018","Senhor do Bonfim","BA","Sociedade de economia mista com administracao publica",NA,5679,60791,NA,NA,NA,146,172.61,162.45,15270216.11,NA,216572.64,14994830.43,2433010.99,NA,192378.93,2486764.64,NA,NA,NA,NA,0,0
"2019","Senhor do Bonfim","BA","Sociedade de economia mista com administracao publica",NA,6014,61121,NA,NA,NA,154.91,142.71,169.43,16455134.75,NA,243546.05,15948578.57,2894533.99,NA,264964.02,5628554.51,NA,NA,NA,NA,NA,NA
"2021","Senhor do Bonfim","BA","Sociedade de economia mista com administracao publica",NA,5101,61738,NA,NA,NA,127.21,143.73,183.73,18768304.74,NA,269770.02,19010662.35,4030290.39,NA,11348233.8,16248215.4,NA,0,0,NA,0,0
"2020","Sento Sé","BA","Administracao publica direta",NA,4723,23740,NA,NA,NA,779,0,2300,2280184.55,NA,412245.06,2280184.55,720000,NA,NA,NA,NA,0,0,NA,0,0
"2021","Sento Sé","BA","Administracao publica direta",NA,4872,23908,NA,NA,NA,NA,0,233.84,3318988.46,NA,531186.35,3318988.46,59399.63,NA,NA,NA,NA,0,0,NA,0,0
"2022","Sento Sé","BA","Administracao publica direta",NA,4895,NA,NA,NA,NA,NA,0,268,4236741.81,NA,857458.1,5443247.01,67504.52,NA,NA,NA,NA,0,0,NA,0,0
"2020","Serra Preta","BA","Administracao publica direta",NA,6500,6605,NA,NA,NA,0,0,0,0,NA,0,0,5000,NA,NA,NA,NA,0,0,NA,0,0
"2011","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,4090,47524,NA,NA,NA,8.4,145.29,139.98,5860647,NA,101846,5691592,3047851,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,6832,47464,NA,NA,NA,37.32,223.67,226.23,7893597.03,NA,222883.37,6804650.13,2920954.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,7989,50504,NA,NA,NA,66.78,250.61,256.15,9205551.78,NA,275631.87,7672721.45,2010972.74,NA,27515.69,8094534.43,NA,NA,NA,NA,NA,NA
"2014","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,7869,50859,NA,NA,NA,71.59,272.22,309.74,8979210.45,NA,287861.27,8562368.03,2294063.24,NA,202082.72,1388103.32,NA,NA,NA,NA,NA,NA
"2015","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,7502,51192,NA,NA,NA,67.2,273.57,307.29,9563807.86,NA,252625.91,9633279.26,2904993.12,NA,769560.3,1808087.95,NA,NA,NA,NA,27515.69,175352.06
"2016","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,7193,50790,NA,NA,NA,72.57,249.24,300.22,10496834.48,NA,272672.66,10308750.89,2948710.02,NA,672204.65,2852139.67,NA,NA,NA,NA,0,0
"2017","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,9382,51077,NA,NA,NA,58.59,294.58,311.49,12063152.64,NA,389790.94,12101245.41,2006402.38,NA,0,88590.31,NA,NA,NA,NA,0,0
"2018","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,10912,49431,NA,NA,NA,76,316.7,282.78,13665393.61,NA,439308.14,13652564.52,3586428.73,NA,327,2731892.34,NA,NA,NA,NA,0,0
"2019","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,10766,49708,NA,NA,NA,105.03,269.64,288.33,14840781.28,NA,458399.61,14808994.6,2950277.56,NA,0,198037.84,NA,NA,NA,NA,NA,NA
"2020","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,7441,49969,NA,NA,NA,81.39,270.87,296.36,15966806.36,NA,489067.97,16140437.69,2964355.04,NA,0,1448528.22,NA,NA,NA,NA,NA,NA
"2021","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,7159,50219,NA,NA,NA,78.79,266.62,298.87,17181241.44,NA,489588.31,17637407.48,3275042.63,NA,683346.28,4090353.62,NA,0,0,NA,0,0
"2022","Serrinha","BA","Sociedade de economia mista com administracao publica",NA,6700,NA,NA,NA,NA,77.81,262.23,295.75,18670984.61,NA,547311.84,19106106.81,4237944.28,NA,171703.47,6334079.27,NA,0,0,NA,0,0
"2019","Serrolândia","BA","Administracao publica direta",NA,860,7900,NA,NA,NA,0,60,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2020","Serrolândia","BA","Administracao publica direta",NA,860,7929,NA,NA,NA,0,57,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA
"2019","Simões","PI","Administracao publica direta",NA,6102,5871,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA
"2020","Simões","PI","Administracao publica direta",NA,6300,5877,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,59000,59000,NA,NA,NA
"2022","Simões","PI","Administracao publica direta",NA,5755,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,769746,NA,NA,NA
"2011","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,25214,107346,NA,NA,NA,830.08,1449.71,1194.28,23608611,NA,2294151,23733616,1236203,NA,621000,631000,NA,NA,NA,NA,NA,NA
"2012","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,25912,108831,NA,NA,NA,NA,1815.79,1230.1,28233749.19,NA,2963749.83,18531825.57,11965501.81,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,25455,116493,NA,NA,NA,NA,3022.41,1177.97,29223479.05,NA,2857409.87,26370176.6,998341.75,NA,0,290423.23,NA,NA,NA,NA,NA,NA
"2014","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,33622,117986,NA,NA,NA,922.86,1748.58,1473.09,32662459.64,NA,3546407.42,20564817.12,1132937.18,NA,597522.4,904856.48,NA,NA,NA,NA,NA,NA
"2015","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,40395,119395,NA,NA,NA,2145.96,1897.04,1890.1,33309967.35,NA,4044887.57,22125182.51,1729143.28,NA,640978.38,1215497.4,NA,NA,NA,NA,0,0
"2016","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,42164,120715,NA,NA,NA,1969.68,4520,1859.33,33239342.11,NA,4301253.44,22156867.04,2289636.56,NA,543437.73,1572090.65,NA,NA,NA,NA,0,0
"2017","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,50662,121948,NA,NA,NA,685.07,2770.99,1965.56,35597541.8,NA,5338865.95,24187104.76,1743752.33,NA,2383678.92,2750107.13,NA,NA,NA,NA,0,0
"2018","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,49535,119130,NA,NA,NA,1152,2731.91,2152.13,38632297.28,NA,5710840.69,32158482.83,2147818.29,NA,1780834.69,4208231.37,NA,NA,NA,NA,0,2061960.44
"2019","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,49632,120448,NA,NA,NA,947.31,1755.59,1603.41,39416820.63,NA,6172679.63,33016515.89,2355703.65,NA,2501324.33,3320983.9,NA,NA,NA,NA,NA,NA
"2020","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,63083,121709,NA,NA,NA,1012.74,4688.62,4273.4,37475198.21,NA,6213893.03,32224103.68,2373415.45,NA,2148238.02,5592535.8,NA,NA,NA,NA,NA,NA
"2021","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,63318,122904,NA,NA,NA,1044.55,4667.35,4243.29,37888592.11,NA,6571489.65,34608290.25,2045565.8,NA,3037068.38,7440540.67,NA,0,0,NA,0,0
"2022","Simões Filho","BA","Sociedade de economia mista com administracao publica",NA,41794,NA,NA,NA,NA,1042.86,3747.56,3396.96,40408399.78,NA,7562312.04,37001204.94,2580282.75,NA,562740.83,9293070.64,NA,0,0,NA,0,0
"2017","Simplício Mendes","PI","Administracao publica direta",NA,550,7407,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2018","Simplício Mendes","PI","Administracao publica direta",NA,550,7511,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2019","Simplício Mendes","PI","Administracao publica direta",NA,550,7539,NA,NA,NA,0,30.7,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2020","Simplício Mendes","PI","Administracao publica direta",NA,550,7560,NA,NA,NA,0,30.7,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2021","Simplício Mendes","PI","Administracao publica direta",NA,550,7579,NA,NA,NA,0.01,31,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2022","Simplício Mendes","PI","Administracao publica direta",NA,550,NA,NA,NA,NA,0.01,31,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2019","Sítio do Quinto","BA","Administracao publica direta",NA,1200,4102,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,0
"2020","Sítio do Quinto","BA","Administracao publica direta",NA,3985,3985,NA,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,400289.37,400289.37,NA,0,0
"2011","Sobradinho","BA","Empresa publica",NA,14777,20053,NA,NA,NA,0,0,725,1277209.6,NA,223771.1,1277209.6,246127.6,NA,0,28171,NA,0,0,NA,0,0
"2012","Sobradinho","BA","Empresa publica",NA,14800,20101,NA,NA,NA,22.44,0,756,1306378.54,NA,227044.34,1427505.85,97830.1,NA,6523.4,19572.4,NA,0,0,NA,0,0
"2013","Sobradinho","BA","Empresa publica",NA,14914,21307,NA,NA,NA,6.81,0,791,1485529.95,NA,266739.29,1596787.89,287359.99,NA,0,6495.36,NA,0,0,NA,0,0
"2014","Sobradinho","BA","Empresa publica",NA,15366,21376,NA,NA,NA,9.76,0,1110,1714413.05,NA,310550.86,1857017.27,294201.01,NA,0,32237.64,NA,0,0,NA,0,0
"2015","Sobradinho","BA","Empresa publica",NA,17250,21441,NA,NA,NA,4.93,0,769,1778230.6,NA,319496.24,1949988.88,275422.14,NA,0,28608.8,NA,0,0,NA,0,0
"2016","Sobradinho","BA","Empresa publica",NA,17250,21502,NA,NA,NA,2.1,0,808.67,2022476.08,NA,361591.87,2181992.68,270992.51,NA,0,0,NA,0,0,NA,0,0
"2017","Sobradinho","BA","Empresa publica",NA,18970,21559,NA,NA,NA,4.6,0,626,2043878.44,NA,387972.97,2275911.45,354465.96,NA,0,0,NA,0,0,NA,0,0
"2018","Sobradinho","BA","Empresa publica",NA,16449,20735,NA,NA,NA,8.18,0,722.5,2036410.84,NA,321050.77,2147345.41,204400.96,NA,0,0,NA,0,0,NA,0,0
